title;function;keywords;questions
Het bericht dat de veiligheid van vuurpijlen niet gegarandeerd kan worden  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;VUURWERK#VERBODEN#OPENBARE ORDE EN#VEILIGHEID;<questions><question>1 Kent u het bericht ‘Verplichte lanceerstandaarden vuurpijlen afgekeurd, branche moet haast maken”? (1)</question><question>2 Klopt het dat de lanceerstandaarden reeds omvielen bij windsnelheden van 5 m/s (3 Beaufort)?</question><question>3 Waarom worden lanceerstandaarden slechts getest bij windkracht 3 terwijl de kans zeer reëel is dat gedurende de afsteekperiode zich hogere windsnelheden voordoen?</question><question>4 Bent u bereid om de nog te testen lanceerstandaarden ook bij hogere windsnelheden te testen? Zo nee, waarom niet?</question><question>5 Kan naar uw mening een gefundeerde uitspraak gedaan worden over de veiligheid van het afsteken van vuurwerkpijlen als de lanceerstandaarden niet zijn getest bij windsnelheden boven de 3 Beaufort?</question><question>6 Vindt u het ook zorgelijk dat geen één lanceerapparaat voor vuurwerkpijlen veilig blijkt te zijn? Zo nee, waarom niet?</question><question>7 Denkt u dat het realistisch is dat Nederlandse vuurwerkimporteurs nog voor het komende Oud & Nieuw een veilig lanceerapparaat weten te vinden? Zo ja, waarop baseert u dat?</question><question>8 Staat u nog steeds achter uw eerder gedane toezegging om een verbod op de verkoop van vuurwerkpijlen in te stellen indien de lanceerapparaten niet veilig blijken te zijn? Zo nee, waarom niet?</question><question>9 Kunt u een inschatting maken van de reeds bestelde hoeveelheid vuurpijlen en de waarde zij representeren? </question><question>10 Hoe lang krijgen de vuurwerkimporteurs nog de tijd om een veilig lanceerapparaat te vinden alvorens u overgaat tot een verbod op de verkoop van vuurwerkpijlen?</question><question>11 Kan een verkoopverbod op vuurwerkpijlen nog op tijd geregeld worden voor het komende Oud & Nieuw? Zo nee, waarom niet?</question><question>12 Bent u bereid om uit voorzorg alvast een verbod op de verkoop van vuurwerkpijlen gereed te maken? Zo nee, waarom niet?</question><question>13 Kunt u deze vragen beantwoorden voor het algemeen overleg Nationale Veiligheid en Crisisbeheersing op 12 december 2018?(1) NOS, 22 november 2018, Oud en Nieuw zonder vuurpijlen dreigt na afkeuren verplichte standaards (https://nos.nl/artikel/2260350-verplichte-lanceerstandaarden-vuurpijlen-afgekeurd-branche-moet-haast-maken.html)  </question></questions>
Het rapport ‘Last Gasp: The coal companies making Europe sick’  ;E.D. WiebesVVDMinister van Economische Zaken en KlimaatS. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en WaterstaatP. BlokhuisCUStaatssecretaris van Volksgezondheid, Welzijn en Sport  ;STEENKOOL#LUCHTKWALITEIT#GEZONDHEIDSEFFECTEN#DUITSLAND#NEDERLAND#RIVM;<questions><question>1 Bent u bekend met het rapport ‘Last Gasp: The coal companies making Europe sick’? (1)</question><question>2 Hoe beoordeelt u de bevinding uit dit rapport dat de kolencentrales die in Nederland staan bij elkaar 231 voortijdige doden veroorzaken als gevolg van de luchtvervuiling afkomstig uit deze centrales?</question><question>3 Hoe beoordeelt u de bevinding dat de luchtvervuiling uit deze kolencentrales de maatschappij honderden miljoenen euro’s kost?</question><question>4 Deelt u de mening dat deze schadelijke gevolgen van kolencentrales het nog eens goed duidelijk maken dat alle kolencentrales zo snel mogelijk gesloten dienen te worden? Zo nee, waarom niet?</question><question>5 Is het niet in alle opzichten beter om de twee oudste Nederlandse kolencentrales uiterlijk in 2020 te sluiten, gezien de negatieve effecten op de volksgezondheid maar ook de maatschappelijke kosten en het klimaatdoel wat voortkomt uit het Urgendavonnis? Zo nee, waarom niet? Zijn er nog redenen te bedenken om hier niet op aan te sturen?</question><question>6 Worden deze luchtvervuiling en maatregelen om deze vervuiling terug te dringen ook betrokken in het Schone Lucht Akkoord? Zo nee, waarom niet?</question><question>7 Gaat u de bedrijven die genoemd worden in het rapport aanspreken op hun verantwoordelijkheid met betrekking tot luchtvervuiling? Welke activiteiten onderneemt de Duitse overheid om RWE, de grootste vervuiler in het rapport en de eigenaar van twee kolencentrales in Nederland, aan te spreken op zijn gedrag? Bent u bereid de Duitse overheid in dat verband aan te sporen?</question><question>8 Wilt u het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) verzoeken meer onderzoek te laten doen naar de gezondheidseffecten van kolencentrales zodat preciezer in kaart kan worden gebracht wat de gevolgen van kolencentrales zijn op de volksgezondheid, zowel van kolencentrales in Nederland als kolencentrales die zich vlak over de grens bevinden? Zo nee, waarom niet?(1) https://beyond-coal.eu/last-gasp/  </question></questions>
Het bericht ‘Bodem zakt meer dan verwacht door droogte’  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en WaterstaatMede namens:K.H. OllongrenD66Minister van Binnenlandse Zaken en Koninkrijksrelaties  ;BODEMDALINGEN#WEERSOMSTANDIGHEDEN#WATERHUISHOUDING#GRO#NDWATER#WATERSCHAPPEN#BURGERS#AANSPRAKELIJKHEID#SCHADEVERGOEDING#VERZEKERINGSWEZEN;<questions><question>1 Kent u het artikel ‘Bodem zakt meer dan verwacht door droogte’? (1)</question><question>2 Wat zijn de oorzaken van het feit dat de Nederlandse bodem veel sneller zakt dan verwacht zoals nu uit de nieuwe bodemdalingskaart van het Nederlands Centrum voor Geodesie en Geo-Informatica (NGC) blijkt?</question><question>3 Hoe beoordeelt u de stelling dat de schade als gevolg van bodemdalingen tot 2050 ongeveer 22 mrd. euro zal kosten?</question><question>4 Waar is de bodemdaling het sterkst? Wat zijn de verschillen in bodemdaling per oorzaak?</question><question>5 In hoeverre ontstaat bodemdaling door een te lage grondwaterstand? Door welke factoren wordt de grondwaterstand beïnvloed? Welke invloed heeft menselijk handelen, bijvoorbeeld door beleid van waterschappen, op de grondwaterstand?</question><question>6 Welke afwegingen hanteren waterschappen bij het bepalen van een goede grondwaterstand? In hoeverre wordt schade aan bezittingen van particulieren betrokken in de afwegingen? Staat schade die ontstaat door bijvoorbeeld paalrot voldoende op het netvlies van de waterschappen?</question><question>7 Wat moeten mensen doen die schade ondervinden door bodemdaling? Kunnen zij waterschappen of andere overheden aansprakelijk stellen als zij schade ondervinden door besluiten van overheden die leiden tot verzakkende grond?</question><question>8 In hoeverre wordt schade door bodemdaling gedekt door gangbare woonverzekeringen? Bent u bereid met de verzekeraars in gesprek te gaan om ervoor te zorgen dat mensen niet blijven zitten met hun schade?</question><question>9 Wat kunnen mensen doen om te voorkomen dat zij schade ondervinden door bodemdaling en een lage grondwaterspiegel?(1) Volkskrant, 20 november 2018  </question></questions>
De onbewaakte spoorwegovergangen in Santpoort-Zuid  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;SPOORWEGOVERGANGEN#WEGEN#NOORD-HO#LLAND#KLACHTDELICTEN#VERKEERSVEILIGHEID#Relatie#Soort#Beschrijving#Link#referentie#Aanhangsel Handelingen 16172563;<questions><question>1 Kunt u een actualisatie geven van de antwoorden die gegeven zijn op 30 augustus 2017 op de Kamervragen over de onbewaakte spoorwegovergang in Santpoort-Zuid? (1)</question><question>2 Klopt het dat de beoogde weg er nu feitelijk niet is en ook niet in gebruik is genomen begin 2018 zoals toen geantwoord is? Zo ja, kunt u de achtergronden van deze vertraging schetsen? Kunt u aangeven wanneer de beoogde weg er wél zal zijn?</question><question>3 Klopt het dat vergunning is verleend voor de parallelweg, maar dat feitelijke aanleg achterwege blijft? Zo ja, kunt u de achtergronden van deze vertraging schetsen?</question><question>4 Deelt u de conclusie dat het een druk spoor betreft (het betreft een dubbel spoor traject Haarlem-Uitgeest, waaronder ook Tata-steel, intercity’s, sprinters (4 treinen per uur), vrachttreinen (veel en op verschillende tijdstippen) en lege treinen (ochtend) om elders te starten en losse locomotieven)?</question><question>5 Is het u bekend dat de zuidelijke spoorwegovergang iedere dag gebruikt wordt door normaal agrarisch verkeer, onder andere met pensionpaarden? Zo ja, deelt u dan ook de conclusie dat het aldaar gevaarlijk is om met een paard aan de hand deze onbewaakte spoorwegovergang (kijkend in een bocht) over te steken?</question><question>6 Is het u bekend of ProRail klachten van omwonenden heeft ontvangen inzake de veiligheid? Zo ja, hoeveel klachten betreft het?</question><question>7 Wilt u aangeven op welke wijze u met een strakke planning dit dossier wilt afsluiten?(1) Aanhangsel Handelingen, vergaderjaar 2016-2017, nr. 2563  </question></questions>
De behandeling van assistentiehonden door luchtvaartmaatschappijen  ;H.M. de JongeCDAMinister van Volksgezondheid, Welzijn en SportMede namens:C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;LUCHTVAARTMAATSCHAPPIJEN#HONDEN#GEHANDICAPTEN#CH#RONISCHE PATIËNTEN#GELIJKE BEHANDELING;<questions><question>1 Bent u bekend met het document ‘Reizen met uw assistentiehond’ van KLM? (1)</question><question>2 Hoe wordt in Nederland vastgesteld of een hond een assistentiehond is? Klopt het dat er in Nederland geen officieel accreditatie systeem is voor assistentiehonden zelf? Hoe wordt hier in de praktijk mee omgegaan?</question><question>3 Welke aanvullende informatie, waarnaar verwezen wordt onder de kop ‘Omstandigheden waaronder uw hond kan worden geweigerd’, kan door KLM gevraagd worden om te bevestigen dat het een assistentiehond betreft? Hoe verhoudt dit zich tot het ‘toelaten van assistentiehonden’ conform artikel 2, tweede lid, van de Wet gelijke behandeling op grond van handicap of chronische ziekte?(2) Hoe gaan andere luchtvaartmaatschappijen hiermee om?</question><question>4 Naar welke details van de training van assistentiehonden, waarnaar verwezen wordt op het ‘Aanvraagformulier Hulphond in de cabine’(3), kan gevraagd worden door KLM personeel? Vinden de ministers het redelijk dat een assistentiehond gebruiker van deze details op de hoogte dient te zijn? Hoe gaan andere luchtvaartmaatschappijen hiermee om?</question><question>5 Hoe gaan luchtvaartmaatschappijen om met situaties wanneer er geen geschikte ruimte gevonden kanworden voor een assistentiehond? Klopt het dat assistentiehonden dan in het ruim vervoerd worden? Vindt u dit wenselijk?</question><question>6 Hoe verhoudt de passage “assistentiehonden in training voldoen nog niet direct aan de juridische definitie van een assistentiehond’1 zich tot de ‘assistentiehond” in artikel 2, tweede lid, van de Wet gelijke behandeling op grond van handicap of chronische ziekte? Is deze passage niet in strijd met het bovengenoemde wetsartikel? Hoe gaan andere luchtvaartmaatschappijen hiermee om?</question><question>7 Betekent de passage “KLM is niet verplicht om een andere passagier op een vlucht te weigeren om een passagier met een assistentiehond te kunnen plaatsen”, dat iemand met een assistentiehond geweigerd kan worden? In welke situaties? Hoe gaan andere luchtvaartmaatschappijen hiermee om?</question><question>8 Wat vindt u van het verschil in aanvraagformulieren voor en behandeling van ‘hulphonden’ en ‘emotionele assistentiehonden’?(4) Klopt het dat beide honden vallen onder de term ‘assistentiehond’ zoals vermeld in artikel 2, tweede lid, van de Wet gelijke behandeling op grond van handicap of chronische ziekte? Is dit verschil toegestaan? Hoe gaan andere luchtvaartmaatschappijen hiermee om?</question><question>9 Wordt er op Nederlandse luchthavens onderscheid gemaakt tussen luchtvaartmaatschappijen en de wijze waarop zij omgaan met assistentiehonden op basis van het land waar zij geregistreerd zijn?</question><question>10 Deelt u de mening dat er een Europese oplossing moet komen om te voorkomen dat passagiers met assistentiehonden in onwenselijke situaties terechtkomen?</question><question>11 Bent u bereid om in gesprek te gaan met luchtvaartmaatschappijen, assistentiehond-organisaties en  Ieder(in) over de informatievoorziening over en de behandeling van (mensen met) een assistentiehond? Zo ja, kunt u de uitkomsten hiervan voor het jaarlijkse debat over toegankelijkheid sturen? Zo nee, waarom niet?(1) https://www.klm.com/travel/nl_nl/images/Reizen-met-uw-assistentiehond_tcm541-723178.pdf(2) https://wetten.overheid.nl/BWBR0014915/2017-01-01(3) https://www.klm.com/travel/nl_nl/images/Aanvraagformulier-Hulphond-Jan-2018_tcm541-723180.pdf(4) https://www.klm.com/travel/nl_nl/images/Aanvraagformulier-Emotionele-Assistentiehond-Jan-2018_tcm541-723179.pdf  </question></questions>
Het onderzoek naar de Lion Air-crash  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;VLIEGTUIGEN#VLIEGTUIGONGEVALLEN#SOFTWARE#LUCHTHAVENS;<questions><question>1 Heeft u het bericht gelezen dat onderzoek naar de Lion Air-crash aantoont dat er problemen zijn met vliegtuigsoftware? (1)</question><question>2 Heeft u ook vernomen dat zowel Boeing als de Amerikaanse luchtvaartautoriteiten de luchtvaartmaatschappijen waarschuwen die vliegen met het nieuwste model 737 Max?</question><question>3 Welke (buitenlandse) maatschappijen vliegen naar Nederlandse luchthavens en de luchthavens die aan ons land grenzen met dit toestel en met welke frequentie?</question><question>4 Zijn bij de Nederlandse luchtvaartautoriteiten technische problemen bekend met dit toestel? Zo, ja welke ?</question><question>5 Welke eisen worden van overheidswege aan inkomende vliegtuigen van dit type gesteld? Bent u voornemens die eisen aan te scherpen?</question><question>6 Voldoet de vrijgave van het in het gebruik nemen van de nieuwe Boeing 737 Max aan alle Europese regel- en wetgeving? Zo, ja welke wet- en regelgeving is dat dan en zijn er bijzonderheden te melden?</question><question>7 Vliegt Lion-Air ook naar Nederland of naar luchthavens nabij de Nederlandse grens? Zo ja, in welke frequentie?</question><question>8 Welke acties gaan de Nederlandse luchtvaartautoriteiten nemen na deze berichtgeving? Bent u voornemens hen daarbij te stimuleren?</question><question>9 Kunt u de zekerheid bieden dat in Nederland alle procedures in orde zijn en worden toegepast en dat genoemde incidenten en/of risico’s afgedekt zijn?(1) NRC.nl, 8 november 2018 (https://www.nrc.nl/nieuws/2018/11/08/onderzoek-lion-air-crash-ook-problemen-met-vliegtuigsoftware-a2)  </question></questions>
Vervuilde grond die illegaal is gebruikt onder Barneveldse nieuwbouwwijken  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;BODEMKWALITEIT#WOONPLAATS#VERGUNNINGEN#AANNEMERS;"<questions><question>1 Bent u bekend met de berichtgeving dat vervuilde grond illegaal is gebruikt onder Barneveldse nieuwbouwwijken? (1) (2)</question><question>2 Kunt u aangeven welke overheidspartijen hierbij betrokken zijn of hadden moeten worden en welke rol zij hierbij hebben? Kunt u hierbij expliciet aangeven wie het bevoegd gezag is met betrekking tot de vergunningverlening?</question><question>3 Wanneer was het rapport van de Omgevingsdienst in Gelderland gereed? En wanneer is naar aanleiding hiervan gehandeld? Zat hier enige tijd tussen, en zo ja, waarom was dit? Wordt in dit proces ook de Inspectie Leefomgeving en Transport (ILT) betrokken?</question><question>4 Kunt u zorgen voor een tijdlijn waarin de verschillende stappen en actoren inzichtelijk worden gemaakt?</question><question>5 Is het mogelijk dat u inzichtelijk maakt welke risico’s er zijn voor de gezondheid van mensen die hier wonen? En  zo nee, kunt u aangeven op welke termijn de betrokken inwoners hier wel concrete antwoorden op kunnen verwachten?</question><question>6 Kan aangegeven worden waar de grond vandaan kwam, welke route het heeft afgelegd en waar het in die route (allemaal) mis is gegaan?</question><question>7 Welke Wet- en regelgeving is van toepassing als het gaat om het hergebruik van grond? Is er voor het hergebruik van grond, net zoals bij het verontdiepen van plassen, een handreiking voor handen? Zo ja, in hoeverre wordt deze gebruikt en nageleefd? Zo nee, wat is de reden dat dit niet voor handen is?</question><question>8 Hoeveel bedrijven zijn er in Nederland die grond verwerken en/of in grond handelen? Hoe vaak worden deze door de ILT bezocht? Bent u voornemens in het kader van risicogericht toezicht deze bedrijven op korte termijn extra door te lichten?</question><question>9 Bent u bekend met het bericht dat de provincie Gelderland een strafrechtelijk onderzoek wil naar de grondkwestie? (3) Wat betekent dit concreet voor de getroffen inwoners van de gemeente Barneveld? Wanneer is het Openbaar Ministerie voor het eerst bij deze zaak betrokken geraakt en wat heeft dit voor gevolgen voor de handhaving?(1) Zembla, 5 november 2018, ""Vervuilde grond illegaal onder Barneveldse nieuwbouwwijken"" (https://zembla.bnnvara.nl/nieuws/vervuilde-grond-illegaal-onder-barneveldse-nieuwbouwwijken)(2) Omroep Gelderland, 5 november 2018, ""'Vervuilde grond gebruikt in wijken Barneveld', afvalbedrijf Vink opnieuw onder vuur"" https://www.omroepgelderland.nl/nieuws/2357093/Vervuilde-grond-gebruikt-in-wijken-Barneveld-afvalbedrijf-Vink-opnieuw-onder-vuur(3) Brabantse Krant, 6 november 2018, ""Provincie wil strafrechtelijk onderzoek naar grondkwestie Vink"" (https://barneveldsekrant.nl/lokaal/provincie-wil-strafrechtelijk-onderzoek-naar-grondkwestie-vink-509500)  </question></questions>"
De bloemenveiling in Aalsmeer die een gigantische plastic afvalberg produceert en daar jaarlijks miljoenen euro’s aan verdient  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;VEILINGEN#KUNSTSTOFFEN#RECYCLING#MONOPOLIE#INNOVATIE#MILIEUBELASTENDE FACTOREN;"<questions><question>1 Kent u het bericht 'Bloemenveiling verdient miljoenen aan plastic afvalberg'? (1)</question><question>2 Deelt u de mening dat het onacceptabel is dat er op de bloemenveiling in Aalsmeer jaarlijks 180 miljoen plantentrays worden weggegooid, die samen goed zijn voor zo’n 23 miljoen kilo plasticafval per jaar? Zo nee, waarom niet?</question><question>3 Erkent u dat deze plastic afvalberg is te voorkomen via een statiegeldsysteem, zoals al in 1996 wetenschappelijk is aangetoond en in de praktijk al lang is bewezen?</question><question>4 Wat vindt u ervan dat een wegwerpsysteem aanzienlijk meer loont dan een statiegeldsysteem (in het geval van de bloemenveiling in Aalsmeer respectievelijk 52 miljoen euro en 5 miljoen euro) en dat zonder het wegwerpsysteem de bloemenveiling mogelijk zelfs verlies zou draaien?</question><question>5 Erkent u dat de marktwerking daarmee verkeerde prikkels geeft die de circulaire economie frustreren? Zo ja, op welke wijze kunt u hier op bijsturen? Zo nee, waarom niet?</question><question>6 Wat vindt u ervan dat de bloemenveiling middels haar monopolypositie milieuvriendelijke innovaties, zoals een statiegeldsysteem, buiten de deur houdt? Was u hiervan op de hoogte en heeft u hier al eerder op ingegrepen? Zo nee, waarom niet?</question><question>7 Deelt u de mening dat het onacceptabel is dat de veilingen blijven vasthouden aan wegwerpplantentrays, terwijl er een goedkope en herbruikbare tray beschikbaar is die minstens driemaal milieuvriendelijker is? Zo nee, waarom niet?</question><question>8 Bent u bereid uw invloed aan te wenden voor een zo snel mogelijke overstap van wegwerpsysteem naar statiegeldsysteem? Zo ja, op welke wijze? Zo nee, waarom niet?(1) Follow the money, ""Bloemenveiling verdient miljoenen aan plastic afvalberg""(https://www.ftm.nl/artikelen/bloemenveiling-verdient-miljoenen-aan-plastic-afvalberg)  </question></questions>"
De Regeling ammoniak en veehouderij  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en WaterstaatMede namens:C.J. SchoutenCUMinister van Landbouw, Natuur en Voedselkwaliteit  ;VEETEELT#AMMONIAK#INNOVATIE#EMISSIE#BUREAUCRATIE#BESCHERMINGSCONSTRUCTIES#Relatie#Soort#Beschrijving#Link#referentie#Kamerstuk 28973 0202;<questions><question>1 Bent u bekend met de Regeling ammoniak en veehouderij (Rav) die bedoeld is om emissies en depositie van ammoniak te verminderen?</question><question>2 Deelt u de mening dat veehouders, stalbouwers, fabrikanten (van luchtwassers) en ondernemers (uit andere sectoren) met innovatieve ideeën gebruik moeten kunnen maken van de Rav? Zo ja, op welke manier enthousiasmeert u veehouders, stalbouwers, fabrikanten (van luchtwassers) en ondernemers (uit andere sectoren) om te komen met innovatieve ideeën die de ammoniakemissie kan reduceren?</question><question>3 Kunt u aan de hand van een voorbeeldcasus van een ondernemer (een ondernemer, innovatief, niet werkzaam in de veehouderij heeft een briljant idee waarbij de ammoniakreductie uit stallen fors gereduceerd kan worden) de procedure doorlopen welke stappen deze ondernemer moet zetten, welke informatie deze ondernemer moet aanleveren, hoe lang het duurt voordat een ondernemer duidelijkheid heeft, welke tijd hiermee gemoeid is en alle andere relevante handelingen? Zo nee, waarom niet?</question><question>4 Kunt u aangeven of en op welke manier er samenwerking is met andere landen bij het opnemen van goede concepten op de Rav-lijst die emissies en depositie verminderen?</question><question>5 Kunt u aangeven of er een versnelde procedure is voor ondernemers die test- en praktijkervaring hebben in landen om ons heen? Zo nee, waarom niet? Deelt u de mening dat alle goede ideeën met goede resultaten in de praktijk zo snel mogelijk ingezet moeten kunnen worden om het doel van de Regeling - het verminderen van emissies en depositie - in de praktijk toe te kunnen passen? Zo nee, waarom niet?</question><question>6 Wat kunt u doen om de constatering, dat ondernemers ervaren dat de procedure tot opname op de Rav-lijst bureaucratisch is, om te buigen naar een werkwijze die ondernemers stimuleert om met goede ideeën te komen?</question><question>7 Klopt het dat de Rav-lijst uitgaat van alleen concepten en systemen? Zo ja, waarom is hiervoor gekozen?</question><question>8 Klopt het dat een willekeurig bedrijf, dat een nieuw concept of systeem op de markt brengt, een omschrijving van het concept of systeem moet overleggen en deze omschrijving op de Rav-lijst komt te staan? Wat vindt u van het risico dat een ondernemer loopt dat zijn concept of systeem kan worden nagebouwd zonder de benodigde details? Wat vindt u van het feit dat deze ondernemer soms jarenlang heeft geïnvesteerd in onderzoek en ontwikkeling en met het plaatsen op de Rav-lijst iedere willekeurige bouwer van de betreffende informatie gebruik kan maken en dit na kan bouwen? Op welke manier wordt dit voorkomen? Kan een ondernemer een ontheffing of een andere manier van rapporteren aanvragen? Zo nee, waarom niet? Bent u van mening dat door vroegtijdig de details prijs te moeten geven een ondernemer terughoudend zal zijn om dit soort concepten of systemen te ontwikkelen? Zo nee, waarop baseert u dit?</question><question>9 Deelt u de mening dat juist innovatieve ideeën voldoende kans moeten krijgen en gestimuleerd zouden moeten worden om de reductie van ammoniakemissie (en of andere stoffen) terug te dringen? Zo ja, hoe gaat u ervoor zorgen dat de geschetste belemmeringen opgeheven worden?</question><question>10 Kunt u aangeven hoe de Technische Advies Pool (TAP) tot stand is gekomen? Welke functies zijn in deze TAP belegd? Welke expertise is in deze TAP belegd? Hoe worden mensen benadert die in deze TAP zitting hebben?</question><question>11 Kunt u aangeven welke stappen u inmiddels gezet heeft waar de motie-Lodders over belemmeringen in het testen van stalconcepten (Kamerstuk 28973, nr. 202) om gevraagd heeft?</question><question>12 Bent u bereid deze vragen één voor één te beantwoorden?  </question></questions>
De recent gepubliceerde factsheet Luchthavenbesluit Lelystad Airport  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;LUCHTHAVENS#SCHIPHOL#GELUIDHINDER;<questions><question>1 Op welke manier zal Lelystad Airport Schiphol ontlasten, zoals in de factsheet Luchthavenbesluit Lelystad AirPort wordt vermeld? (1) </question><question>2 Wordt bedoeld dat ook omwonenden rond Schiphol worden ontlast? Zo ja, op welke manier zullen zij van een last ontdaan worden door de opening van Lelystad Airport? </question><question>3 Is het waar dat er geen krimp op Schiphol zal plaatsvinden door de verplaatsing van vluchten naar Lelystad Airport? </question><question>4 Is het waar dat er ook geen vermindering van de huidige overlast zal zijn door de opening van Lelystad Airport? Zo ja, waarom wordt er dan gerefereerd aan het ontlasten? Zo nee, waarop baseert u dit? </question><question>5 Is het waar dat het de bedoeling is dat de capaciteit die vrij komt op Schiphol door de verplaatsing van vluchten naar Lelystad Airport weer gevuld wordt met nieuwe vluchten? Is het waar dat dit vooral intercontinentale vluchten zijn en dus grotere zwaardere toestellen die meer herrie maken? Zo ja, waarom wordt er dan gerefereerd aan het ontlasten van Schiphol?  </question><question>6 Als er geen sprake is van het ontlasten van de omwonenden van Schiphol doordat de overlast niet vermindert, in hoeverre is de factsheet dan een eerlijke voorstelling van zaken? </question><question>7 Bent bereidt de factsheet aan te passen en duidelijk te maken dat de omwonenden van Schiphol niet gaan profiteren van de opening van Lelystad Airport? (1) Factsheet Luchthavenbesluit Lelystad Airport, 24 oktober 018 (https://www.rijksoverheid.nl/documenten/brochures/2018/10/24/factsheet-luchthavenbesluit-lelystad-airport)  </question></questions>
Het bericht ‘Tankers lozen elke dag illegaal kankerverwekkend gas vanaf de Waal’  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;SCHEE#PVAART#AFVALSTOFFEN#GEVAARLIJKE STOFFEN#WAAL#GEZONDHEIDSEFFECTEN#HANDHAVING#TOEZICHT#MILIEUDELICTEN#BUREAUCRATIE#DUITSLAND#NEDERLAND#GRENSOVERSCHRIJDENDE SAMENWERKING#INSPECTIE LEEFOMGEVING EN TRANSPORT;<questions><question>1 Kent u het bericht ‘Tankers lozen elke dag illegaal kankerverwekkend gas vanaf de Waal’? (1)</question><question>2 Deelt u de mening dat deze lozingen zo snel mogelijk moeten stoppen en dat het onacceptabel is dat de volksgezondheid in het geding komt door toedoen van milieucriminelen? Zo ja, welke stappen gaat u ondernemen om de lozingen zo snel mogelijk te stoppen? Als u geen stappen onderneemt, waarom niet?</question><question>3 Waarom is het landelijk verbod op deze lozingen pas van kracht in 2020? Kunt u aangeven waarom dit niet eerder kan?</question><question>4 Kunt u aangeven welke risico’s de inwoners van gemeenten langs de Waal lopen nu blijkt dat er al tijden kankerverwekkende stoffen worden geloosd? Zo nee, wat gaat u doen om deze risico’s zo snel mogelijk in kaart te brengen?</question><question>5 Kunt u aangeven hoe toezicht en handhaving zijn geregeld, nu verschillende provincies een verbod hebben ingesteld in aanloop naar het landelijk verbod? Hoe vaak is er handhavend opgetreden door inspectiediensten en welke stappen zijn ondernomen bij het constateren van overtredingen?</question><question>6 Deelt u de mening dat bureaucratie tussen verschillende overheidslagen niet mag leiden tot situaties waarin inwoners van Nederland gezondheidsrisico’s lopen en dat milieucriminelen ongestoord hun gang kunnen gaan? Zo ja, hoe rijmt u dat met de situatie zoals omschreven in het bericht?</question><question>7 Heeft u eerder signalen of meldingen gekregen van het varend ontgassen? Zo ja, wat heeft u met deze signalen gedaan?</question><question>8 Is het u bekend of het varend ontgassen alleen in Gelderland gebeurd of dat ook andere provincies hiermee te maken hebben? Zo ja, kunt u aangeven waar en op welke schaal dit gebeurt? Zo nee, bent u bereid om hier landelijk onderzoek naar te doen?</question><question>9 Bent u in gesprek met uw Duitse collega om tot afspraken te komen waardoor Nederland niet het afvoerputje wordt van Duitsland en andere omringende landen? Zo ja, hebben deze gesprekken al wat opgeleverd? Zo nee, hoe denkt u dit probleem met Duitsland op te kunnen lossen?</question><question>10 Is het u bekend hoe Duitsland de handhaving van het verbod heeft vormgegeven? Kan Nederland daar een voorbeeld aan nemen nu in het bericht wordt vermeld dat in Duitsland streng wordt gecontroleerd op het varend ontgassen?</question><question>11 Bent u bereid om capaciteit bij de Inspectie Leefomgeving en Transport (ILT) vrij te maken om het varend ontgassen aan te pakken, zonder dat dit ten koste gaat van de prioriteiten die de ILT heeft gesteld?Toelichting:Deze vragen dienen ter aanvulling op eerdere vragen terzake van de leden Wassenberg (PvdD), ingezonden 24 oktober 2018 (vraagnummer 2018Z19095), Von Martels en Geurts (beiden CDA), ingezonden 25 oktober 2018 (vraagnummer 2018Z19150).(1) Gelderlander.nl, 23 oktober 2018, 'Tankers lozen elke dag illegaal kankerverwekkend gas vanaf de Waal' (https://www.gelderlander.nl/home/tankers-lozen-elke-dag-illegaal-kankerverwekkend-gas-vanaf-de-waal~a7ebac6e/)  </question></questions>
