"title";"function";"keywords";"questions"
"Het artikel ‘Mooi maar gevaarlijk’  ";"S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ";"KLEINE LUCHTVAART#BRANDEN#FESTIVALS#VERBODEN#GEMEENTEN# # #Relatie#Soort#Beschrijving#Link#bijlage#artikel Mooi maar levensgevaarlijk# # #";"<questions><question>1 Bent u bekend met het artikel ‘Mooi maar gevaarlijk’, gepubliceerd in Max Magazine? </question><question>2 Hoe beoordeelt u de stelling dat een wensballon wellicht mooi oogt maar een groot brandgevaar kan opleveren?</question><question>3 Hoe beoordeelt u de stelling dat het onverantwoord is om een wensballon op te laten, zeker in een droge periode zoals die afgelopen zomer plaatsvond?</question><question>4 Hoe oordeelt u over het verbod op het oplaten van wensballonnen, dat enkele gemeenten al hebben ingesteld?</question><question>5 Hoe oordeelt u over de waarschuwing die de brandweer heeft doen uitgaan, en over hun pleidooi voor een landelijk verbod van wensballonnen?</question><question>6 Bent u bereid wensballonnen wettelijk te gaan verbieden, gezien het directe gevaar dat deze kunnen opleveren en gezien het pleidooi van de brandweer? Kunt u uw antwoord toelichten?   </question></questions>"
"Het interview ‘De Wending’ met Leon Adegeest  ";"C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ";"MINISTERIE VAN INFRASTRUCTUUR EN WATERSTAAT#OVERHEIDSPERSONEEL#BELANGHEBBENDEN#LUCHTVAART#LUCHTVAARTMAATSCHAPPIJEN#BELANGENORGANISATIES#WERKNEMERSORGANISATIES# # #";"<questions><question>1 Kent u het interview ‘De wending’ met Leon Adegeest? 1)</question><question>2 Herkent u het beeld dat wordt geschetst door de heer Adegeest die zich geïntimideerd voelt door uw ministerie?</question><question>3 Met welk doel heeft er contact plaatsgevonden tussen ambtenaren van uw ministerie en de heer Adegeest voorafgaand aan presentaties die hij gaf? Wie heeft hiertoe besloten en waarom?</question><question>4 Welke afspraken zijn er op uw ministerie over direct contact tussen ambtenaren en belanghebbenden in de luchtvaart (bewonersgroepen, luchtvaartmaatschappijen, werknemersvertegenwoordiging, maatschappelijke organisaties)? Is er een protocol voor direct contact met vertegenwoordigers van belangenorganisaties?</question><question>5 Kent u andere gevallen waarin belanghebbenden om onduidelijke redenen zijn benaderd door uw ministerie of zich geïntimideerd hebben gevoeld?</question><question>6 Heeft uw ministerie het functioneren van belanghebbenden die kritisch staan tegenover uw luchtvaartbeleid geprobeerd te beïnvloeden door personen of organisaties onder druk te zetten?</question><question>7 Kent u andere gevallen waarin belanghebbenden onder druk zijn gezet om hun mening over beleidsmatige kwesties te wijzigen? Zo ja, hoe vaak is dat gebeurd? Wordt dat geregistreerd?</question><question>8 Deelt u de mening dat een open cultuur noodzakelijk is om de transitiefase waarin de luchtvaart zich bevindt te faciliteren? Zo ja, is deze open cultuur geborgd binnen uw ministerie en specifiek binnen het directoraat luchtvaart?1) Volkskrant, 29 augustus 2018, ""De Wending"" (https://www.volkskrant.nl/mensen/leon-adegeest-strijdt-tegen-uitbreiding-lelystad-airport-ministerie-intimideerde-mij-~b52fb18b/)   </question></questions>"
"Het bericht 'Vis kan eindelijk door Haringvlietdam, maar daarachter wachten netten en fuiken'  ";"C.J. SchoutenCUMinister van Landbouw, Natuur en VoedselkwaliteitC. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ";"VISSERIJ#RIJN#RIVIEREN#WATERKWALITEIT#SLUIZEN# # #";"<questions><question>1 Kent u het bericht 'Vis kan eindelijk door Haringvlietdam, maar daarachter wachten netten en fuiken'? 1)</question><question>2 Wat is de omzet van de visserij rondom het Haringvliet?</question><question>3 Deelt u de mening dat investeringen in vismigratie ook vissers ten goede komen, mits deze hun vangstmethodes aanpassen?</question><question>4 Klopt het dat er meer dan tien miljoen zalmen in de Rijn zijn uitgezet en dat de Rijnlanden meer dan 600 miljoen euro hebben geïnvesteerd om de Rijn en de zijrivieren weer aantrekkelijk te maken voor vissen? Hoeveel geld is in Nederland geïnvesteerd?</question><question>5 Klopt het dat slechts een aantal vissers niet akkoord is gegaan met financiële compensatie voor het niet meer vissen voor de Haringvlietsluizen?</question><question>6 Klopt het dat visserij-activiteiten (fuiken, staandwand) zijn toegenomen aan de zeezijde van het Haringvliet? Zo ja, hoe is dit mogelijk gelet op het feit dat tot het openzetten van de sluizen al geruime tijd geleden is besloten?</question><question>7 Zijn er meer soortgelijke situaties in Nederland waar wordt geïnvesteerd in vismigratie, zoals bij de Afsluitdijk, maar waar de resultaten van deze investering vooral door vissers worden weggevist?</question><question>8 Wat gaat u doen om deze problematiek zo spoedig mogelijk op te lossen, zowel ten aanzien van het Haringvliet als ten aanzien van andere plekken in Nederland waar wordt geïnvesteerd in vismigratie?</question><question>9 Wanneer denkt u deze problematiek te hebben opgelost?1) 'Vis kan eindelijk door Haringvlietdam, maar daarachter wachten netten en fuiken', Algemeen Dagblad, 3 september 2018 (https://www.ad.nl/binnenland/vis-kan-eindelijk-door-haringvlietdam-maar-daarachter-wachten-netten-en-fuiken~a1bfd9bf/).  </question></questions>"
"Treinchaos rondom Amsterdam  ";"S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ";"NEDERLANDSE SPOORWEGEN#PRORAIL#AMSTERDAM#TREINEN# # #";"<questions><question>1 Kent u het artikel “Complete treinchaos rondom Amsterdam, ook woensdag nog hinder”? (1)</question><question>2 Kunt u uitleggen hoe het mogelijk is dat een storing in de informatie- en communicatietechnologie (ICT) opnieuw tot chaos op het spoor en grote vertraging voor de reizigers heeft kunnen leiden?</question><question>3 Weet u waarom de Nederlandse Spoorwegen (NS) geen alternatief vervoer heeft ingezet? Deelt u de mening dat die keuze tot grotere vertraging voor de reizigers heeft geleid? Wordt bovendien door het niet inzetten van alternatief vervoer het probleem van ProRail en de NS niet afgewenteld op het reguliere bus-, tram- en metrovervoer? Hoe kijkt u hier tegenaan? Bent u bereid om ProRail en de NS hierop aan te spreken?</question><question>4 Bent u bereid om met ProRail en de NS in gesprek te gaan om grootschalige treinstoringen te voorkomen? Is het mogelijk om aanvullende eisen te stellen of afspraken met ProRail en de NS te maken om dit soort grote storingen te voorkomen? Bent u bereid om afspraken te maken over de inzet van alternatief vervoer bij vertraging en storingen?(1) De Telegraaf, 21 augustus 2018, ""Complete treinchaos rondom Amsterdam, ook woensdag nog hinder"" (https://www.telegraaf.nl/nieuws/2464057/complete-treinchaos-rondom-amsterdam-ook-woensdag-nog-hinder)  </question></questions>"
"De storing in het communicatiesysteem van Luchtverkeersleiding Nederland  ";"C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ";"LUCHTVAART#SCHIPHOL#TELECOMMUNICATIE#ICT-STORINGEN#REGIONALE LUCHTHAVENS#INFORMATIE EN COMMUNICATIE# # #";"<questions><question>1 Heeft u kennisgenomen van het artikel ‘Schiphol getroffen door grote storing’? (1)</question><question>2 Heeft u kennisgenomen van het artikel ‘Vliegverkeer Schiphol korte tijd plat door storing’? (2)</question><question>3 Hoeveel vluchten van en naar Schiphol zijn uitgeweken naar andere luchthavens?</question><question>4 Hoe kan het dat Rotterdam The Hague Airport, de eerste uitwijkluchthaven voor verkeer dat door omstandigheden niet op Schiphol terecht kan, geen vluchten kon opvangen, waardoor vliegtuigen noodgedwongen naar het Verenigd Koninkrijk, Duitsland, België en Luxemburg moesten uitwijken?</question><question>5 Waarom zijn deze vliegtuigen niet uitgeweken naar een Nederlandse luchthaven, zoals Groningen Eelde Airport, dat naar eigen zeggen paraat stond om uitwijkende vluchten op te vangen?</question><question>6 Kunt u verklaren waarom sommige vliegtuigen wel konden landen via het back-upcommunicatiesysteem, maar andere niet?</question><question>7 Bent u met de D66-fractie van mening dat een back-upcommunicatiesysteem op zijn minst voor een kort tijdbestek het volledige vliegverkeer ongestoord moet kunnen afhandelen?</question><question>8 Is deze storing reden voor u om een onderzoek in te stellen naar het functioneren van het back-upcommunicatiesysteem van Luchtverkeersleiding Nederland (LVNL)?</question><question>9 Bent u tevreden over de wijze waarop gecommuniceerd is door LVNL over deze storing? Zo ja, hoe plaatst u de berichtgeving van Eurocontrol dat het luchtverkeer weer opgestart zou worden tegenover de vrijwel gelijktijdige, daarmee tegenstrijdige berichtgeving van LVNL dat er niet meer werd gestart en geen nieuw verkeer werd geaccepteerd?10Wanneer verwacht u van LVNL de resultaten van het onderzoek naar de oorzaak van deze storing?  (1) De Telegraaf, 15 augustus 2018 (https://www.telegraaf.nl/nieuws/2436770/schiphol-getroffen-door-grote-storing)(2) Algemeen Dagblad, 15 augustus 2018 (https://www.ad.nl/economie/vliegverkeer-schiphol-korte-tijd-plat-door-storing~a26d7a45/)  </question></questions>"
"Het bericht dat de CO2-uitstoot van de luchtvaartsector wéér is gestegen  ";"C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en WaterstaatMede namens:E.D. WiebesVVDMinister van Economische Zaken en Klimaat  ";"LUCHTVAART#KOOLDIOXIDE#LUCHTKWALITEIT#CIJFERS#SCHEEPVAART# # #";"<questions><question>1 Kent u de berichten ‘CO2-uitstoot luchtvaart stijgt met 3 procent' (1) en 'Lagere CO2-uitstoot in het tweede kwartaal 2018’? (2) </question><question>2 Vindt u het ook zorgwekkend dat de luchtvaartsector er wederom niet in is geslaagd om zijn totale uitstoot te laten dalen en zelfs een groei van de CO2-uitstoot van ruim drie procent laat zien? Zo nee, waarom niet? </question><question>3 Hoeveel megaton CO2-equivalenten stoot de luchtvaartsector in Nederland uit in 2017? Welke meetmethode hanteert u daarbij? Wat is de voorspelling voor 2018 gebaseerd op de huidige jaartrend? </question><question>4 Deelt u de mening dat, gezien de omvang van het klimaatprobleem en gezien de klimaatinspanningen van andere sectoren, de absolute groei van de CO2-uitstoot niet langer door kan gaan? Zo nee, waarom vindt u dat de groei van de CO2-uitstoot van de luchtvaartsector wel door kan gaan? </question><question>5 Ziet u het als uw missie om de CO2-uitstoot van de luchtvaartsector terug te dringen? Zo nee, waarom niet? Zo ja, op welke manier gaat u dat helpen terugdringen? </question><question>6 Onderschrijft u de conclusie van het Centraal Bureau voor de Statistiek (CBS) dat de groeiende CO2-uitstoot van de luchtvaartsector hoofdzakelijk wordt veroorzaakt door het toenemende aantal vliegbewegingen? (3) Zo nee, waarom niet? Wat gaat u doen met deze informatie? </question><question>7 Erkent u dat op dit moment de besparing in CO2-uitstoot door innovatie het totaal van de CO2-uitstoot door groei in het aantal vliegtuigbewegingen niet terugdringt? Zo nee, waarom niet? Zo ja, onderschrijft u dan de conclusie dat de luchtvaartsector een steeds groter deel van het beschikbare CO2-budget (om onder de 2 graden Celcius of nog liever onder de 1,5 graad Celsius aan temperatuurstijging te blijven) opsoupeert? </question><question>8 Erkent u dat het substantieel terugdringen van het aantal vliegbewegingen een positief effect kan hebben op de CO2-uitstoot? Zo nee, waarom niet?  </question><question>9 Erkent u dat de luchtvaartsector niet in staat is om zelf zijn CO2-uitstoot te doen dalen? Zo nee, waarop baseert u uw vertrouwen in de sector en in welk jaar (bij benadering) verwacht u deze daling? Kunt u dit uitgebreid onderbouwen? </question><question>10 Erkent u dat het huidige overheidsbeleid tekort schiet in het terugdringen van de CO2-uitstoot van de transportsector, meer specifiek de luchtvaartsector? Zo nee, waarom niet? </question><question>11 Welke aanvullende maatregelen gaat u nemen om zo snel mogelijk een daling van de CO2-uitstoot in de luchtvaartsector te bewerkstelligen? </question><question>12 Welke voortgang is er tot nu toe geboekt in het nastreven van het kabinetsdoel om ambitieuze internationale afspraken te maken over de reductie van de CO2-uitstoot van de luchtvaartsector? (4) Wat is ten aanzien hiervan (tot nu toe en in de toekomst) de exacte inzet van het kabinet?  </question><question>13 Bent u van plan de lucht- en scheepvaartsector, die zich buiten het Parijsakkoord wisten te maneuvreren, nadrukkelijk aan te pakken aangezien de regering de voorzitter van het Klimaatberaad niet tegensprak in zijn stelling dat het absurd is dat de lucht- en scheepvaart buiten het Klimaatverdrag van Parijs zijn gebleven? (4) Zo nee, waarom niet? Zo ja, wat is daarop uw inzet? </question><question>14 Erkent u dat de luchtvaartsector hard op weg is om de klimaatinspanningen van andere sectoren ongedaan te maken? Zo nee, uit welke cijfers blijkt dat dit niet zo is? </question><question>15 Snapt u dat de vrijbrief die de luchtvaartsector lijkt te hebben om grootschalig te blijven uitstoten demotiverend werkt op partijen die zich, bijvoorbeeld via het Klimaatakkoord of uit eigen beweging, wel inzetten om hun CO2-uitstoot te verminderen? Zo nee, waarom niet? Wat is uw boodschap aan hen? (1) https://www.luchtvaartnieuws.nl/nieuws/categorie/72/algemeen/co2-uitstoot-luchtvaart-stijgt-met-drie-procent(2) https://www.cbs.nl/nl-nl/nieuws/2018/33/lagere-co2-uitstoot-in-het-tweede-kwartaal-2018 (3) https://www.cbs.nl/nl-nl/nieuws/2018/33/lagere-co2-uitstoot-in-het-tweede-kwartaal-2018 (4) Kamerstuk 32813, nr. 195, beantwoording schriftelijke vragen over de voortgang van het (5) Klimaatakkoord, 13 juli 2018  AntwoordDatumSoortVergaderjaarNummerHerdrukLink2018.09.10antwoord17183184</question></questions>"
"Oliebedrijf Odfjell, die de rekening voor de olieramp in de Rotterdamse haven wil doorschuiven naar de Nederlandse belastingbetaler  ";"C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ";"OLIERAMPEN#OLIEVERONTREINIGING#ROTTERDAM#HAVENS#SCHADEVERGOEDING#MILIEUDELICTEN# # #";"<questions><question>1 Kent u het bericht ‘Vervuiler van Botlek betaalt - een beetje’, waaruit blijkt dat de veroorzakers van de olieramp in de Rotterdamse haven eind juni, het Saoedi-Arabische NCC (eigenaar van het schip) en het Noorse oliebedrijf Odfjell (exploitant van het schip), weigeren om het grootste deel van de schade te betalen? (1)</question><question>2 Heeft u inzicht in het totale bedrag van de geleden schade die het gevolg is van de olieramp? Zo ja, wat is dit bedrag? Zo nee, waarom niet?</question><question>3 Deelt u de mening dat de vervuiler moet betalen, dus ook in dit geval? Zo nee, waarom niet? Zo ja, hoe staat u het Havenbedrijf Rotterdam bij in het aansprakelijk stellen van de veroorzakers van alle schade voor de schoonmaakkosten en de reparatiekosten die zij voor haar rekening heeft genomen? Op welke andere wijze gaat u zich inspannen om de vervuilers te laten betalen?</question><question>4 Deelt u de mening dat er niet langer plek is in de Rotterdamse haven voor het oliebedrijf Odfjell, indien zij weigeren de rekening te betalen? Zo nee, waarom niet?</question><question>5 Deelt u de mening dat bedrijven niet langer ongestraft weg moeten kunnen komen met het veroorzaken van ernstige milieuschade, zoals schade veroorzaakt door olielekkages? Zo ja, bent u bereid te onderzoeken welke instrumenten (regionaal, nationaal of internationaal) ingezet kunnen worden om bedrijven te verplichten om de aangerichte schade aan de natuur, het milieu, de omgeving en de infrastructuur te vergoeden? Zo nee, waarom niet?(1) “Vervuiler van Botlek betaalt – een beetje” - de Volkskrant, 15 augustus 2018  </question></questions>"
"Het bericht dat er meer afval naar de stortplaats verdwijnt  ";"S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ";"AFVALST#ORTPLAATSEN#AFVALVERWERKING#AFVALVERBRANDING#RECYCLING# # #";"<questions><question>1 Kent u het bericht “Meer afval verdwijnt naar de stortplaats”? (1) </question><question>2 Deelt u de mening dat het onwenselijk is dat er dit jaar al, voor het storten van 130.000 ton meer afval, een vergunning is verleend dan in dezelfde periode vorig jaar? Zo nee, waarom niet? </question><question>3 Deelt u de mening dat de grootschalige toename van afvalstort indruist tegen uw voornemen om geen nieuwe stortplaatsen meer te realiseren? Zo nee, waarom niet? </question><question>4 Hoe kan het volgens u dat er een overaanbod aan afval is (zo ligt er nog circa 600.000 ton afval te wachten op verbranding)? Deelt u de mening van de afvalbedrijven dat dit deels komt doordat huishoudens minder recyclen dan gehoopt? Zo nee, waarom niet? Zo ja, hoe komt het dat de huishoudens minder recyclen? </question><question>5 Kunt u het antwoord van vraag 4 onderbouwen met cijfers? Zo nee, waarom niet? </question><question>6 Bent u voornemens uw beleid aan te scherpen ten behoeve van meer en betere recycling van afval? Zo ja, op welke wijze? Zo nee, waarom niet? </question><question>7 Bent u voornemens de recycling door huishoudens extra te stimuleren? Zo ja, op welke wijze? Zo nee, waarom niet?(1) Financieele Dagblad, 13 augustus 2018, Meer afval verdwijnt naar de stortplaats (https://fd.nl/economie-politiek/1265348/meer-afval-verdwijnt-naar-de-stortplaats)  </question></questions>"
"Milieustickers in Franse steden  ";"S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ";"MILIEUHEFFINGEN#MILIEUMAATREGELEN#MILIEUVERGUNNINGEN#FRANKRIJK#TOERISME# # #";"<questions><question>1 Heeft u kennisgenomen van het artikel waaruit blijkt dat drie Franse steden de meest vervuilende auto's de toegang hebben ontzegd? (1)</question><question>2 Deelt u de visie dat de (lokale) autoriteiten in Frankrijk eenzijdig een ingewikkeld systeem van milieustickers voor auto’s hebben ontwikkeld dat voor buitenlandse toeristen amper te begrijpen en na te leven is?</question><question>3 Klopt het dat de overheid aldaar per dag kan besluiten grote steden te verklaren tot een zone waarin alleen auto’s met een sticker mogen komen of zelfs bepaalde auto’s in het geheel niet meer mogen komen? Zo ja, op welke wijze zouden Nederlandse toeristen zich op de hoogte moeten stellen van dergelijke wetgeving?</question><question>4 Klopt het dat de aanschaf van de benodigde milieusticker voor bijvoorbeeld een stad als Lyon 2 tot 3 weken voor vertrek gekocht moet zijn, terwijl die alleen online verkrijgbaar is?</question><question>5 Is het u bekend hoeveel Nederlandse toeristen de dupe zijn geworden van deze werkwijze van invoeren en handhaven van milieuzones?</question><question>6 Deelt u de gedachte dat de veelheid aan verschillende soorten milieustickers in Europese landen en steden begint te lijken op het bekende bos waarvan we de bomen niet meer zien? Zo ja, bent u bereid om in Europees verband te pleiten voor afstemming, stroomlijning en eenduidigheid van milieustickers en –vignetten? (1) Algemeen Dagblad, 6 augustus 2018 (https://www.ad.nl/auto/drie-franse-steden-weren-vervuilende-auto-s-br~a401921f/)  </question></questions>"
"Plastic als belangrijke bron van broeikasgas  ";"E.D. WiebesVVDMinister van Economische Zaken en KlimaatMede namens:S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ";"KUNSTSTOFFEN#BROEIKASEFFECT#WETENSCHAPPELIJK ONDERZOEK#ZEEËN#KOOLDIOXIDE# # #";"<questions><question>1 Kent u de resultaten van het onlangs gepubliceerde wetenschappelijk onderzoek, waaruit blijkt dat plastics die terechtkomen in de natuur en in oceanen een belangrijke bron van broeikasgassen vormen? (1)</question><question>2 Zijn er schattingen van de omvang van de broeikasgasuitstoot veroorzaakt door zwerfplastics in Nederland? Zo ja, welke schattingen zijn er? Zo nee, bent u bereid tot onderzoek en monitoring hiernaar?</question><question>3 Wordt in het klimaatbeleid al rekening gehouden met de uitstoot aan broeikaskassendoor zwerfplastics? Zo ja, op welke wijze? Zo nee, waarom niet en bent u voornemens dit alsnog te doen? (1) http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0200574  </question></questions>"
"Het bericht dat de MKBA voor de groei van Schiphol niet voldoet aan de daarvoor door de Kamer vastgestelde criteria en aantoonbare onjuistheden bevat  ";"C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ";"SCHIPHOL#ECONOMISCHE ONTWIKKELING#ECONOMISCHE PLANNING#LUCHTHAVENS#REGERINGSBE#LEID#KOSTEN-BATEN ANALYSES#MILIEUKOSTEN# # #";"<questions><question>1 Kent u het artikel ‘Vlag, volkslied, vliegveld; de toekomst van Schiphol’? (1) </question><question>2 Onderschrijft u de stelling van onderzoeker Walter Manshanden dat de luchtvaart niet behoort tot de sectoren die goed verdienen of gezond te noemen vallen? Zo nee, waarom niet? </question><question>3 Onderschrijft u de stelling van onderzoeker Walter Manshanden dat het een grote fout is om te denken dat de economische groei in Nederland wordt veroorzaakt door de luchtvaart en dat de luchtvaart juist toeneemt door de stijgende welvaart? Zo nee, waarom niet? </question><question>4 Onderschrijft u de stelling van de Raad voor de leefomgeving en infrastructuur (Rli) dat er momenteel geen sprake meer is van economische legitimatie voor verdere groei van Schiphol, noch voor een voorkeurspositie van Schiphol binnen het overheidsbeleid, vanuit het rapport Mainports voorbij? (2) Zo, nee, welke voorwaarden of omstandigheden zijn in uw ogen veranderd? </question><question>5 Waarom zien we zo weinig van dit advies terug in het huidige overheidsbeleid dat nog steeds gericht is op groei van de luchtvaart? Kunt u tegenspreken dat de sterke lobby van de luchtvaartsector, KLM en Schiphol in het bijzonder, daarbij een belangrijke rol speelt? Zo ja, hoe? </question><question>6 Onderschrijft u de conclusie uit het artikel dat de interne beleidsdiscussie over de toekomst van Schiphol in een aantal scenario’s in het voorjaar van 2018 naar buiten is gebracht als 'Verkennende maatschappelijke kosten-batenanalyse beleidsalternatieven luchtvaart' (3) en daarmee gepromoveerd werd tot een officieel document ter ondersteuning van de politieke discussie in de Kamer, terwijl voor een volledige maatschappelijke kosten-batenanalyse (MKBA) heel andere eisen gelden? Zo ja, komt er nog een een volledige MKBA? Zo nee, welke status heeft dit stuk? </question><question>7 Kunt u uitgebreid reageren op de constatering dat er in de MKBA voor de groei van Schiphol aantoonbare onjuistheden zitten en deze verkennende MKBA bovendien niet voldoet aan de criteria die de Kamer daaraan heeft gesteld? Kunt u voor eens en voor altijd alle onduidelijkheden wegnemen? </question><question>8 Snapt u dat veel mensen geen idee meer hebben wie ze moeten geloven als het gaat om de luchtvaartsector? Erkent u dat dit een groot probleem is voor het voeren van een effectief luchtvaartbeleid? Zo nee, waarom niet? </question><question>9 Klopt het dat de kosten voor de klimaatimpact van de luchtvaart tot wel een factor drie te laag zijn berekend? Zo nee, hoe zit het dan? Wat is uw boodschap daarbij aan de maatschappij, zowel die in het hier en nu als die van de toekomst en in het buitenland? 10Erkent u dat de geloofwaardigheid van de overheid op het spel staat wanneer er geen actieve rem wordt gezet op de luchtvaartsector, die zichzelf zeker niet aan banden zal leggen, in tijden waarin van bijna alle andere sectoren grote klimaatinspanningen worden verwacht? Zo nee, waarom niet? 11Deelt u de mening dat wat ooit een goed idee leek, dat niet voor eeuwig hoeft te zijn? Erkent u, net als TNO en de Erasmus Universiteit Rotterdam in hun studie 'Van mainport naar wereldstadhaven' (4), dat het mainportbeleid daar een mooi voorbeeld van is? Zo nee, waarom niet? 1</question><question>2 Kunt u reflecteren op de sterk uiteenlopende werkgelegenheidscijfers, zoals destijds berekend door Regioplan en Decisio en zoals de in opdracht van Schiphol en KLM berekende cijfers door McKinsey en Boston Consultancy Group (BCG)? 1</question><question>3 Erkent u dat het onwenselijk is dat de Actieagenda Schiphol cijfers bevat die werden geschat door de huisconsultants van belanghebbenden, zijnde Schiphol (McKinsey) en KLM (BCG)? Zo nee, waarom niet? Wat is uw inzet om dergelijke situaties in de toekomst te voorkomen? 1</question><question>4 Wat vindt u van de vergelijking van onderzoeker en adviseur Floris de Haan die de huidige fase van Schiphol en KLM vergelijkt met het boren naar steeds kleinere gasbellen? 1</question><question>5 Onderschrijft u de stelling dat Schiphol ook met aanzienlijk minder verbindingen voldoende verknoopt is met de rest van de wereld? Zo nee, waarom niet? 1</question><question>6 Erkent u dat een stijging van de ticketprijzen onvermijdelijk is, aangezien het niet doorberekenen van de daadwerkelijke schade van de luchtvaart maatschappelijk onhoudbaar is vanwege de negatieve impact op het milieu en de volksgezondheid? Zo nee, waarom niet? 1</question><question>7 Onderschrijft u de stelling van onderzoeker Menno de Pater dat de groei van Schiphol en het openen van Lelystad Airport mede daarom niet nodig zijn, aangezien stijgende prijzen voor vliegtickets voor dalende passagiersaantallen zullen zorgen ten faveure van meer duurzame vervoersmiddelen zoals de trein en de bus? Zo nee, waarom niet? Zou u dat een wenselijke ontwikkeling vinden? Zo nee, waarom niet?  1</question><question>8 Bent u bereid een prijselasticiteitsonderzoek uit te voeren voor wat betreft de prijzen van en de vraag naar luchtvaarttickets? Zo nee, waarom niet? 1</question><question>9 Kunt u uitgebreid reageren op de stelling van onderzoeker Walter Manshanden dat de fixatie van uw ministerie op de luchtvaart niet klopt, aangezien de overheid er niet is om specifieke bedrijfsbelangen te beschermen? (1) De Groene Amsterdammer, 1 augustus 2018 (https://www.groene.nl/artikel/vlag-volkslied-vliegveld).(2) Raad voor de leefomgeving en infrastructuur, juli 2016 (https://www.rli.nl/publicaties/2016/advies/mainports-voorbij).(3) Bijlage bij Kamerstuk 29665, nr. 290.(4) TNO en Erasmus Universiteit Rotterdam, maart 2010 (https://mkb-mainports.hva.nl/Bibliotheek/2010/2010-Van-mainport-naar-wereldstadhaven-Kuipers.pdf).  </question></questions>"
"Verplichte bijscholing voor ervaren chauffeurs  ";"C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ";"VRACHTWAGENCHAUFFEURS#BIJSCHOLING#KOSTEN-BATEN ANALYSES#MIDDEN-EUROPA#OOST-EUROPA#MARKTWERKING#VERKEERSVEILIGHEID#DETAILHANDEL# # #";"<questions><question>1 Kent u het artikel ‘Tekort aan truckers bedreigt bevoorrading winkels’? (1)</question><question>2 Is het waar dat ervaren oudere chauffeurs die al jarenlang op de vrachtwagen rijden worden verplicht bijscholing te volgen om code 95 in hun rijbewijs te krijgen?</question><question>3 Wat is de toegevoegde waarde om deze bijscholing voor ervaren chauffeurs te verplichten? Waarom wordt niet gekozen voor het gebruikelijke automatisch bijschrijven in het rijbewijs?</question><question>4 Wat zijn de precieze kosten voor deze bijscholing? Bent u bereid om tegemoet te komen aan de, zoals de brancheorganisatie voor het beroepsgoederenvervoer stelt, 'veel te hoge kosten' van de nascholing?</question><question>5 Zijn er daarbij mogelijkheden om op een andere wijze, zonder hoge kosten, code 95 te kunnen krijgen of behouden? Bent u bereid om de aantoonbare ervaring van chauffeurs van vrachtwagens mee te laten wegen?</question><question>6 Deelt u de mening dat deze bijscholing voor ervaren chauffeurs niet bevorderlijk is om het tekort aan vrachtwagenchauffeurs te verminderen? Bent u bereid om naar de bezwaren van de oudere chauffeurs te luisteren?</question><question>7 Hoe kijkt u aan tegen de praktijken in met name Midden- en Oost-Europa waar rijbewijzen met code 95 online te koop zijn? Gaat u deze oneerlijke concurrentie aankaarten bij de eerstvolgende Transportraad? Bent u bereid om op de Nederlandse wegen beter te handhaven op verkeersveiligheid en rijvaardigheid van truckchauffeurs?(1) AD.nl, 2 augustus 2018, ""Tekort aan truckers bedreigt bevoorrading winkels"" (https://www.ad.nl/binnenland/tekort-aan-truckers-bedreigt-bevoorrading-winkels~aa6ee912/)  </question></questions>"
